"season","posteam","full_name","offense_players","years_exp","pass_snaps","rec_yards_total","targets_total","receiving_epa_total","yards_per_pass_snap","targets_per_pass_snap","rec_epa_per_pass_snap","name_season","position","team"
2022,"ARI","A.J. Green","00-0027942",12,323,236,47,-18.07,0.73,0.15,-0.06,"A.J. Green 2022","WR","ARI"
2022,"ARI","Andre Baccellia","00-0035876",3,67,45,10,1.43,0.67,0.15,0.02,"Andre Baccellia 2022","WR","ARI"
2022,"ARI","Andy Isabella","00-0035527",4,41,21,5,0.35,0.51,0.12,0.01,"Andy Isabella 2022","WR","BAL"
2022,"ARI","Corey Clement","00-0033725",6,41,54,7,2.6,1.32,0.17,0.06,"Corey Clement 2022","RB","ARI"
2022,"ARI","Darrel Williams","00-0034301",5,61,9,8,-5.26,0.15,0.13,-0.09,"Darrel Williams 2022","RB","ARI"
2022,"ARI","DeAndre Hopkins","00-0030564",10,313,717,96,8.67,2.29,0.31,0.03,"DeAndre Hopkins 2022","WR","ARI"
2022,"ARI","Eno Benjamin","00-0036383",3,172,184,33,4.19,1.07,0.19,0.02,"Eno Benjamin 2022","RB","NO"
2022,"ARI","Greg Dortch","00-0035500",4,315,467,64,12.06,1.48,0.2,0.04,"Greg Dortch 2022","WR","ARI"
2022,"ARI","James Conner","00-0033553",6,365,300,58,-6.05,0.82,0.16,-0.02,"James Conner 2022","RB","ARI"
2022,"ARI","Keaontay Ingram","00-0037299",1,54,21,5,-3.22,0.39,0.09,-0.06,"Keaontay Ingram 2022","RB","ARI"
2022,"ARI","Marquise Brown","00-0035662",4,439,709,107,-3.33,1.62,0.24,-0.01,"Marquise Brown 2022","WR","ARI"
2022,"ARI","Maxx Williams","00-0031558",8,59,18,3,0.73,0.31,0.05,0.01,"Maxx Williams 2022","TE","ARI"
2022,"ARI","Pharoh Cooper","00-0033111",7,11,6,2,-0.78,0.55,0.18,-0.07,"Pharoh Cooper 2022","WR","ARI"
2022,"ARI","Robby Anderson","00-0032688",7,121,76,17,-6.34,0.63,0.14,-0.05,"Robby Anderson 2022","WR","ARI"
2022,"ARI","Rondale Moore","00-0036936",2,243,414,56,11.38,1.7,0.23,0.05,"Rondale Moore 2022","WR","ARI"
2022,"ARI","Stephen Anderson","00-0032725",7,50,9,7,-3.3,0.18,0.14,-0.07,"Stephen Anderson 2022","TE","ARI"
2022,"ARI","Trey McBride","00-0037744",1,304,265,39,7.7,0.87,0.13,0.03,"Trey McBride 2022","TE","ARI"
2022,"ARI","Zach Ertz","00-0030061",10,345,406,69,6.27,1.18,0.2,0.02,"Zach Ertz 2022","TE","ARI"
2022,"ATL","Anthony Firkser","00-0033455",6,84,100,13,2.51,1.19,0.15,0.03,"Anthony Firkser 2022","TE","ATL"
2022,"ATL","Avery Williams","00-0036950",2,70,61,14,-1.09,0.87,0.2,-0.02,"Avery Williams 2022","RB","ATL"
2022,"ATL","Caleb Huntley","00-0036829",2,30,3,2,-0.76,0.1,0.07,-0.03,"Caleb Huntley 2022","RB","ATL"
2022,"ATL","Cordarrelle Patterson","00-0030578",10,163,122,31,-18.14,0.75,0.19,-0.11,"Cordarrelle Patterson 2022","RB","ATL"
2022,"ATL","Damiere Byrd","00-0031868",8,140,268,23,7.56,1.91,0.16,0.05,"Damiere Byrd 2022","WR","ATL"
2022,"ATL","Drake London","00-0037238",1,352,866,117,11.74,2.46,0.33,0.03,"Drake London 2022","WR","ATL"
2022,"ATL","Feleipe Franks","00-0036825",2,17,0,2,-1.09,0,0.12,-0.06,"Feleipe Franks 2022","TE","ATL"
2022,"ATL","Frank Darby","00-0036951",2,17,15,1,1.27,0.88,0.06,0.07,"Frank Darby 2022","WR","ATL"
2022,"ATL","Keith Smith","00-0030968",9,61,8,2,-1.61,0.13,0.03,-0.03,"Keith Smith 2022","RB","ATL"
2022,"ATL","KhaDarel Hodge","00-0034854",5,72,202,20,12.51,2.81,0.28,0.17,"KhaDarel Hodge 2022","WR","ATL"
2022,"ATL","Kyle Pitts","00-0036970",2,188,356,59,3.38,1.89,0.31,0.02,"Kyle Pitts 2022","TE","ATL"
2022,"ATL","MyCole Pruitt","00-0031585",8,108,150,21,8.15,1.39,0.19,0.08,"MyCole Pruitt 2022","TE","ATL"
2022,"ATL","Olamide Zaccheaus","00-0035208",4,304,533,61,23.68,1.75,0.2,0.08,"Olamide Zaccheaus 2022","WR","ATL"
2022,"ATL","Parker Hesse","00-0035572",4,205,89,11,8.57,0.43,0.05,0.04,"Parker Hesse 2022","TE","ATL"
2022,"ATL","Tyler Allgeier","00-0037263",1,197,139,17,7.13,0.71,0.09,0.04,"Tyler Allgeier 2022","RB","ATL"
2022,"BAL","Charlie Kolar","00-0038046",1,22,49,6,2.57,2.23,0.27,0.12,"Charlie Kolar 2022","TE","BAL"
2022,"BAL","DeSean Jackson","00-0026189",15,60,153,17,1.63,2.55,0.28,0.03,"DeSean Jackson 2022","WR","BAL"
2022,"BAL","Demarcus Robinson","00-0032775",7,311,458,75,3.6,1.47,0.24,0.01,"Demarcus Robinson 2022","WR","BAL"
2022,"BAL","Devin Duvernay","00-0036331",3,298,407,49,19.67,1.37,0.16,0.07,"Devin Duvernay 2022","WR","BAL"
2022,"BAL","Gus Edwards","00-0034184",5,33,0,2,-1.01,0,0.06,-0.03,"Gus Edwards 2022","RB","BAL"
2022,"BAL","Isaiah Likely","00-0037838",1,237,373,60,-5.35,1.57,0.25,-0.02,"Isaiah Likely 2022","TE","BAL"
2022,"BAL","J.K. Dobbins","00-0036158",3,80,42,8,0.12,0.52,0.1,0,"J.K. Dobbins 2022","RB","BAL"
2022,"BAL","James Proche","00-0036133",3,113,62,17,-9.63,0.55,0.15,-0.09,"James Proche 2022","WR","BAL"
2022,"BAL","Josh Oliver","00-0035249",4,155,149,25,4.89,0.96,0.16,0.03,"Josh Oliver 2022","TE","BAL"
2022,"BAL","Justice Hill","00-0034975",4,139,58,12,2.08,0.42,0.09,0.01,"Justice Hill 2022","RB","BAL"
2022,"BAL","Kenyan Drake","00-0033118",7,170,89,26,-5.92,0.52,0.15,-0.03,"Kenyan Drake 2022","RB","BAL"
2022,"BAL","Mark Andrews","00-0034753",5,367,847,113,24.14,2.31,0.31,0.07,"Mark Andrews 2022","TE","BAL"
2022,"BAL","Nick Boyle","00-0031598",8,7,NA,NA,NA,NA,NA,NA,"Nick Boyle 2022","TE","BAL"
2022,"BAL","Patrick Ricard","00-0033376",6,225,74,13,-4.76,0.33,0.06,-0.02,"Patrick Ricard 2022","RB","BAL"
2022,"BAL","Rashod Bateman","00-0036550",2,102,285,28,2.65,2.79,0.27,0.03,"Rashod Bateman 2022","WR","BAL"
2022,"BAL","Sammy Watkins","00-0031325",9,40,119,5,3.7,2.98,0.12,0.09,"Sammy Watkins 2022","WR","BAL"
2022,"BAL","Tylan Wallace","00-0036630",2,40,33,7,-2.95,0.82,0.17,-0.07,"Tylan Wallace 2022","WR","BAL"
2022,"BUF","Cole Beasley","00-0029000",11,8,18,2,0.88,2.25,0.25,0.11,"Cole Beasley 2022","WR","BUF"
2022,"BUF","Dawson Knox","00-0035689",4,436,517,65,20.46,1.19,0.15,0.05,"Dawson Knox 2022","TE","BUF"
2022,"BUF","Devin Singletary","00-0035250",4,376,280,52,6.94,0.74,0.14,0.02,"Devin Singletary 2022","RB","BUF"
2022,"BUF","Gabriel Davis","00-0036196",3,497,836,93,14.69,1.68,0.19,0.03,"Gabriel Davis 2022","WR","BUF"
2022,"BUF","Isaiah Hodgins","00-0036165",3,10,41,6,0.36,4.1,0.6,0.04,"Isaiah Hodgins 2022","WR","NYG"
2022,"BUF","Isaiah McKenzie","00-0033466",6,327,423,65,11.36,1.29,0.2,0.03,"Isaiah McKenzie 2022","WR","BUF"
2022,"BUF","Jake Kumerow","00-0031787",8,49,64,7,2.84,1.31,0.14,0.06,"Jake Kumerow 2022","WR","BUF"
2022,"BUF","James Cook","00-0037248",1,126,180,32,3.87,1.43,0.25,0.03,"James Cook 2022","RB","BUF"
2022,"BUF","Jamison Crowder","00-0031941",8,63,60,13,-1.1,0.95,0.21,-0.02,"Jamison Crowder 2022","WR","BUF"
2022,"BUF","John Brown","00-0031051",9,10,42,2,3.66,4.2,0.2,0.37,"John Brown 2022","WR","BUF"
2022,"BUF","Khalil Shakir","00-0037261",1,123,161,20,6.69,1.31,0.16,0.05,"Khalil Shakir 2022","WR","BUF"
2022,"BUF","Nyheim Hines","00-0034367",5,30,53,9,5.27,1.77,0.3,0.18,"Nyheim Hines 2022","RB","BUF"
2022,"BUF","Quintin Morris","00-0036590",2,141,84,11,-0.16,0.6,0.08,0,"Quintin Morris 2022","TE","BUF"
2022,"BUF","Reggie Gilliam","00-0036187",3,75,69,10,3.93,0.92,0.13,0.05,"Reggie Gilliam 2022","RB","BUF"
2022,"BUF","Stefon Diggs","00-0031588",8,493,1429,154,75.1,2.9,0.31,0.15,"Stefon Diggs 2022","WR","BUF"
2022,"BUF","Tanner Gentry","00-0033633",6,9,0,1,-0.79,0,0.11,-0.09,"Tanner Gentry 2022","WR","BUF"
2022,"BUF","Tommy Sweeney","00-0035308",4,24,7,1,0.8,0.29,0.04,0.03,"Tommy Sweeney 2022","TE","BUF"
2022,"BUF","Zack Moss","00-0036251",3,49,27,8,-3.67,0.55,0.16,-0.07,"Zack Moss 2022","RB","IND"
2022,"CAR","Christian McCaffrey","00-0033280",6,153,277,43,-2.97,1.81,0.28,-0.02,"Christian McCaffrey 2022","RB","SF"
2022,"CAR","Chuba Hubbard","00-0036555",2,125,171,17,1.77,1.37,0.14,0.01,"Chuba Hubbard 2022","RB","CAR"
2022,"CAR","D'Onta Foreman","00-0033925",6,111,26,9,-10.93,0.23,0.08,-0.1,"D'Onta Foreman 2022","RB","CAR"
2022,"CAR","D.J. Moore","00-0034827",5,443,888,118,17.15,2,0.27,0.04,"D.J. Moore 2022","WR","CAR"
2022,"CAR","Giovanni Ricci","00-0035956",3,72,100,9,3.74,1.39,0.12,0.05,"Giovanni Ricci 2022","TE","CAR"
2022,"CAR","Ian Thomas","00-0034365",5,202,197,30,4.01,0.98,0.15,0.02,"Ian Thomas 2022","TE","CAR"
2022,"CAR","Laviska Shenault","00-0036268",3,83,272,32,10.33,3.28,0.39,0.12,"Laviska Shenault 2022","WR","CAR"
2022,"CAR","Raheem Blackshear","00-0037429",1,43,93,12,0.92,2.16,0.28,0.02,"Raheem Blackshear 2022","RB","CAR"
2022,"CAR","Rashard Higgins","00-0032977",7,6,NA,NA,NA,NA,NA,NA,"Rashard Higgins 2022","WR","CAR"
2022,"CAR","Robby Anderson","00-0032688",7,156,206,27,-0.8,1.32,0.17,-0.01,"Robby Anderson 2022","WR","ARI"
2022,"CAR","Shi Smith","00-0036572",2,277,296,41,-8.39,1.07,0.15,-0.03,"Shi Smith 2022","WR","CAR"
2022,"CAR","Spencer Brown","00-0036543",2,21,10,4,-2.39,0.48,0.19,-0.11,"Spencer Brown 2022","RB","CAR"
2022,"CAR","Stephen Sullivan","00-0036438",3,63,46,6,-2.46,0.73,0.1,-0.04,"Stephen Sullivan 2022","TE","CAR"
2022,"CAR","Terrace Marshall","00-0036955",2,279,490,47,21.4,1.76,0.17,0.08,"Terrace Marshall 2022","WR","CAR"
2022,"CAR","Tommy Tremble","00-0037005",2,222,174,32,-1.67,0.78,0.14,-0.01,"Tommy Tremble 2022","TE","CAR"
2022,"CHI","Byron Pringle","00-0034297",5,114,135,16,8.89,1.18,0.14,0.08,"Byron Pringle 2022","WR","CHI"
2022,"CHI","Chase Claypool","00-0036326",3,102,140,29,-11.51,1.37,0.28,-0.11,"Chase Claypool 2022","WR","CHI"
2022,"CHI","Cole Kmet","00-0036290",3,362,544,69,12.18,1.5,0.19,0.03,"Cole Kmet 2022","TE","CHI"
2022,"CHI","Dante Pettis","00-0034860",5,223,245,41,-15.37,1.1,0.18,-0.07,"Dante Pettis 2022","WR","CHI"
2022,"CHI","Darnell Mooney","00-0036309",3,223,493,61,15.45,2.21,0.27,0.07,"Darnell Mooney 2022","WR","CHI"
2022,"CHI","Darrynton Evans","00-0036297",3,29,33,1,2.58,1.14,0.03,0.09,"Darrynton Evans 2022","RB","CHI"
2022,"CHI","David Montgomery","00-0035685",4,241,316,40,6.72,1.31,0.17,0.03,"David Montgomery 2022","RB","CHI"
2022,"CHI","Equanimeous St. Brown","00-0034279",5,216,325,39,2.94,1.5,0.18,0.01,"Equanimeous St. Brown 2022","WR","CHI"
2022,"CHI","Ihmir Smith-Marsette","00-0036635",2,20,15,4,-8.03,0.75,0.2,-0.4,"Ihmir Smith-Marsette 2022","WR","KC"
2022,"CHI","Khalil Herbert","00-0036906",2,93,57,12,-0.86,0.61,0.13,-0.01,"Khalil Herbert 2022","RB","CHI"
2022,"CHI","Khari Blasingame","00-0035099",4,37,0,1,-0.56,0,0.03,-0.02,"Khari Blasingame 2022","RB","CHI"
2022,"CHI","N'Keal Harry","00-0035624",4,62,116,9,8.58,1.87,0.15,0.14,"N'Keal Harry 2022","WR","CHI"
2022,"CHI","Ryan Griffin","00-0030108",10,45,26,8,-7.94,0.58,0.18,-0.18,"Ryan Griffin 2022","TE","CHI"
2022,"CHI","Trestan Ebner","00-0037087",1,31,6,7,-4.02,0.19,0.23,-0.13,"Trestan Ebner 2022","RB","CHI"
2022,"CHI","Trevon Wesco","00-0035259",4,44,26,4,-0.33,0.59,0.09,-0.01,"Trevon Wesco 2022","TE","CHI"
2022,"CHI","Velus Jones","00-0037745",1,53,107,14,-1.5,2.02,0.26,-0.03,"Velus Jones 2022","WR","CHI"
2022,"CIN","Chris Evans","00-0036857",2,15,38,4,2.31,2.53,0.27,0.15,"Chris Evans 2022","RB","CIN"
2022,"CIN","Devin Asiasi","00-0036194",3,51,5,4,-1.46,0.1,0.08,-0.03,"Devin Asiasi 2022","TE","CIN"
2022,"CIN","Drew Sample","00-0035631",4,15,-2,2,-3.02,-0.13,0.13,-0.2,"Drew Sample 2022","TE","CIN"
2022,"CIN","Hayden Hurst","00-0034830",5,356,414,68,20.73,1.16,0.19,0.06,"Hayden Hurst 2022","TE","CIN"
2022,"CIN","Ja'Marr Chase","00-0036900",2,465,1046,134,30.3,2.25,0.29,0.07,"Ja'Marr Chase 2022","WR","CIN"
2022,"CIN","Joe Mixon","00-0033897",6,323,441,75,11.33,1.37,0.23,0.04,"Joe Mixon 2022","RB","CIN"
2022,"CIN","Mike Thomas","00-0033114",7,103,38,10,-4.94,0.37,0.1,-0.05,"Mike Thomas 2022","WR","BAL"
2022,"CIN","Mitchell Wilcox","00-0035771",3,212,139,18,9.27,0.66,0.08,0.04,"Mitchell Wilcox 2022","TE","CIN"
2022,"CIN","Samaje Perine","00-0033526",6,255,287,51,6.45,1.13,0.2,0.03,"Samaje Perine 2022","RB","CIN"
2022,"CIN","Stanley Morgan","00-0035399",4,14,0,1,-3.18,0,0.07,-0.23,"Stanley Morgan 2022","WR","CIN"
2022,"CIN","Tee Higgins","00-0036410",3,483,1029,109,53.52,2.13,0.23,0.11,"Tee Higgins 2022","WR","CIN"
2022,"CIN","Trayveon Williams","00-0035291",4,17,30,3,1.59,1.76,0.18,0.09,"Trayveon Williams 2022","RB","CIN"
2022,"CIN","Trent Taylor","00-0033292",6,71,62,10,-0.34,0.87,0.14,0,"Trent Taylor 2022","WR","CIN"
2022,"CIN","Trenton Irwin","00-0035341",4,174,231,23,19.68,1.33,0.13,0.11,"Trenton Irwin 2022","WR","CIN"
2022,"CIN","Tyler Boyd","00-0033009",7,506,762,82,29.83,1.51,0.16,0.06,"Tyler Boyd 2022","WR","CIN"
2022,"CLE","Amari Cooper","00-0031544",8,487,1160,132,53.46,2.38,0.27,0.11,"Amari Cooper 2022","WR","CLE"
2022,"CLE","Anthony Schwartz","00-0036999",2,53,51,10,-7.99,0.96,0.19,-0.15,"Anthony Schwartz 2022","WR","CLE"
2022,"CLE","D'Ernest Johnson","00-0035628",4,21,7,3,-0.96,0.33,0.14,-0.05,"D'Ernest Johnson 2022","RB","CLE"
2022,"CLE","David Bell","00-0037257",1,267,214,35,-11.1,0.8,0.13,-0.04,"David Bell 2022","WR","CLE"
2022,"CLE","David Njoku","00-0033885",6,384,628,80,24.66,1.64,0.21,0.06,"David Njoku 2022","TE","CLE"
2022,"CLE","Demetric Felton","00-0036654",2,22,8,4,-1.46,0.36,0.18,-0.07,"Demetric Felton 2022","RB","CLE"
2022,"CLE","Donovan Peoples-Jones","00-0036233",3,492,839,96,18.41,1.71,0.2,0.04,"Donovan Peoples-Jones 2022","WR","CLE"
2022,"CLE","Harrison Bryant","00-0036232",3,246,239,42,3.83,0.97,0.17,0.02,"Harrison Bryant 2022","TE","CLE"
2022,"CLE","Jesse James","00-0032135",8,7,NA,NA,NA,NA,NA,NA,"Jesse James 2022","TE","CLE"
2022,"CLE","Kareem Hunt","00-0033923",6,265,210,44,-2.47,0.79,0.17,-0.01,"Kareem Hunt 2022","RB","CLE"
2022,"CLE","Mike Woods","00-0037300",1,73,45,10,-7.74,0.62,0.14,-0.11,"Mike Woods 2022","WR","CLE"
2022,"CLE","Miller Forristall","00-0036692",2,9,0,1,-0.51,0,0.11,-0.06,"Miller Forristall 2022","TE","CLE"
2022,"CLE","Nick Chubb","00-0034791",5,261,239,37,7.96,0.92,0.14,0.03,"Nick Chubb 2022","RB","CLE"
2022,"CLE","Pharaoh Brown","00-0033439",6,63,45,10,-3.12,0.71,0.16,-0.05,"Pharaoh Brown 2022","TE","CLE"
2022,"DAL","CeeDee Lamb","00-0036358",3,528,1359,156,61.8,2.57,0.3,0.12,"CeeDee Lamb 2022","WR","DAL"
2022,"DAL","Dalton Schultz","00-0034383",5,420,577,89,-0.34,1.37,0.21,0,"Dalton Schultz 2022","TE","DAL"
2022,"DAL","Dennis Houston","00-0037570",1,44,16,6,-5.05,0.36,0.14,-0.11,"Dennis Houston 2022","WR","DAL"
2022,"DAL","Ezekiel Elliott","00-0033045",7,260,92,23,-3.68,0.35,0.09,-0.01,"Ezekiel Elliott 2022","RB","DAL"
2022,"DAL","Jake Ferguson","00-0038041",1,140,174,22,7.89,1.24,0.16,0.06,"Jake Ferguson 2022","TE","DAL"
2022,"DAL","Jalen Tolbert","00-0037666",1,40,12,3,-0.69,0.3,0.07,-0.02,"Jalen Tolbert 2022","WR","DAL"
2022,"DAL","James Washington","00-0034676",5,7,0,1,-0.32,0,0.14,-0.05,"James Washington 2022","WR","NYG"
2022,"DAL","Kavontae Turpin","00-0037801",4,22,9,2,-1.64,0.41,0.09,-0.07,"Kavontae Turpin 2022","WR","DAL"
2022,"DAL","Malik Davis","00-0037563",1,31,63,7,6.79,2.03,0.23,0.22,"Malik Davis 2022","RB","DAL"
2022,"DAL","Michael Gallup","00-0034764",5,392,424,74,-0.48,1.08,0.19,0,"Michael Gallup 2022","WR","DAL"
2022,"DAL","Noah Brown","00-0033591",6,428,555,74,-2.58,1.3,0.17,-0.01,"Noah Brown 2022","WR","DAL"
2022,"DAL","Peyton Hendershot","00-0037569",1,112,103,16,-3.18,0.92,0.14,-0.03,"Peyton Hendershot 2022","TE","DAL"
2022,"DAL","Sean McKeon","00-0036032",3,24,11,3,0.15,0.46,0.12,0.01,"Sean McKeon 2022","TE","DAL"
2022,"DAL","Simi Fehoko","00-0036646",2,22,24,4,-1.15,1.09,0.18,-0.05,"Simi Fehoko 2022","WR","DAL"
2022,"DAL","T.Y. Hilton","00-0029608",11,31,121,10,10.08,3.9,0.32,0.33,"T.Y. Hilton 2022","WR","DAL"
2022,"DAL","Tony Pollard","00-0035261",4,272,371,55,6.24,1.36,0.2,0.02,"Tony Pollard 2022","RB","DAL"
2022,"DEN","Albert Okwuegbunam","00-0036423",3,124,95,18,-2.29,0.77,0.15,-0.02,"Albert Okwuegbunam 2022","TE","DEN"
2022,"DEN","Andrew Beck","00-0034959",4,52,69,11,-4.78,1.33,0.21,-0.09,"Andrew Beck 2022","TE","DEN"
2022,"DEN","Brandon Johnson","00-0037382",1,109,42,14,-12.88,0.39,0.13,-0.12,"Brandon Johnson 2022","WR","DEN"
2022,"DEN","Chase Edmonds","00-0034681",5,55,61,7,2.6,1.11,0.13,0.05,"Chase Edmonds 2022","RB","DEN"
2022,"DEN","Courtland Sutton","00-0034348",5,464,829,109,23.83,1.79,0.23,0.05,"Courtland Sutton 2022","WR","DEN"
2022,"DEN","Eric Saubert","00-0033576",6,173,148,24,-2.88,0.86,0.14,-0.02,"Eric Saubert 2022","TE","DEN"
2022,"DEN","Eric Tomlinson","00-0031690",8,136,79,13,7.26,0.58,0.1,0.05,"Eric Tomlinson 2022","TE","DEN"
2022,"DEN","Freddie Swain","00-0036247",3,53,74,6,-3.9,1.4,0.11,-0.07,"Freddie Swain 2022","WR","DEN"
2022,"DEN","Greg Dulcich","00-0037252",1,279,411,55,0.47,1.47,0.2,0,"Greg Dulcich 2022","TE","DEN"
2022,"DEN","Jalen Virgil","00-0037387",1,35,75,5,5.61,2.14,0.14,0.16,"Jalen Virgil 2022","WR","DEN"
2022,"DEN","Javonte Williams","00-0036997",2,74,76,22,-5.46,1.03,0.3,-0.07,"Javonte Williams 2022","RB","DEN"
2022,"DEN","Jerry Jeudy","00-0036407",3,389,972,100,47.38,2.5,0.26,0.12,"Jerry Jeudy 2022","WR","DEN"
2022,"DEN","K.J. Hamler","00-0036412",3,135,165,14,-0.51,1.22,0.1,0,"K.J. Hamler 2022","WR","DEN"
2022,"DEN","Kendall Hinton","00-0035864",3,242,311,33,16.51,1.29,0.14,0.07,"Kendall Hinton 2022","WR","DEN"
2022,"DEN","Latavius Murray","00-0030513",10,189,124,34,-9.5,0.66,0.18,-0.05,"Latavius Murray 2022","RB","DEN"
2022,"DEN","Marlon Mack","00-0033951",6,39,99,10,3.45,2.54,0.26,0.09,"Marlon Mack 2022","RB","DEN"
2022,"DEN","Melvin Gordon","00-0032144",8,148,223,32,1,1.51,0.22,0.01,"Melvin Gordon 2022","RB","KC"
2022,"DEN","Mike Boone","00-0034208",5,73,96,15,-7.15,1.32,0.21,-0.1,"Mike Boone 2022","RB","DEN"
2022,"DEN","Montrell Washington","00-0037272",1,40,2,9,-7.78,0.05,0.22,-0.19,"Montrell Washington 2022","WR","DEN"
2022,"DEN","Tyrie Cleveland","00-0036439",3,72,28,7,-4.33,0.39,0.1,-0.06,"Tyrie Cleveland 2022","WR","DEN"
2022,"DEN","Tyrie Cleveland","00-0036439",3,72,28,7,-4.33,0.39,0.1,-0.06,"Tyrie Cleveland 2022","WR","PHI"
2022,"DET","Amon-Ra St. Brown","00-0036963",2,456,1161,146,57.19,2.55,0.32,0.13,"Amon-Ra St. Brown 2022","WR","DET"
2022,"DET","Brock Wright","00-0036754",2,231,216,24,16.81,0.94,0.1,0.07,"Brock Wright 2022","TE","DET"
